      6.000     0.37406D+06           0.9705021         0.0003367
      8.000     0.10778D+06           0.8825162        -0.0003679
     10.000     0.39650D+05           0.7911812        -0.0025936
     12.000     0.17466D+05           0.7210770        -0.0064940
     14.000     0.89313D+04           0.6813096        -0.0111166
     16.000     0.51531D+04           0.6685591        -0.0145847
     18.000     0.32458D+04           0.6722094        -0.0150387
     20.000     0.21608D+04           0.6794231        -0.0112663
     22.000     0.14817D+04           0.6792138        -0.0025703
     24.000     0.10292D+04           0.6650963         0.0115653
     26.000     0.71843D+03           0.6361935         0.0314725
     28.000     0.50391D+03           0.5969120         0.0567177
     30.000     0.35795D+03           0.5554759         0.0848434
     32.000     0.26137D+03           0.5217463         0.1098598
     34.000     0.19977D+03           0.5048193         0.1223607
     36.000     0.16201D+03           0.5108843         0.1137076
     38.000     0.13944D+03           0.5417428         0.0822922
     40.000     0.12557D+03           0.5942351         0.0346685
     42.000     0.11582D+03           0.6606468        -0.0199166
     44.000     0.10719D+03           0.7299831        -0.0747649
     46.000     0.97989D+02           0.7898497        -0.1268682
     48.000     0.87545D+02           0.8285862        -0.1756793
     50.000     0.75896D+02           0.8372700        -0.2216892
     52.000     0.63524D+02           0.8112549        -0.2654515
     54.000     0.51121D+02           0.7510021        -0.3068493
     56.000     0.39412D+02           0.6620928        -0.3441355
     58.000     0.29022D+02           0.5544534        -0.3720142
     60.000     0.20401D+02           0.4409426        -0.3774287
     62.000     0.13789D+02           0.3355420        -0.3312421
     64.000     0.92200D+01           0.2514348        -0.1794570
     66.000     0.65482D+01           0.1992546         0.1280437
     68.000     0.54929D+01           0.1857388         0.5050425
     70.000     0.56893D+01           0.2129495         0.7171505
     72.000     0.67378D+01           0.2781306         0.7042776
     74.000     0.82485D+01           0.3741798         0.5834347
     76.000     0.98750D+01           0.4906327         0.4421778
     78.000     0.11338D+02           0.6149986         0.3106160
     80.000     0.12437D+02           0.7342592         0.1936550
     82.000     0.13054D+02           0.8363346         0.0888928
     84.000     0.13146D+02           0.9113482        -0.0073763
     86.000     0.12732D+02           0.9525608        -0.0985586
     88.000     0.11883D+02           0.9568960        -0.1874583
     90.000     0.10700D+02           0.9250374        -0.2762667
     92.000     0.92999D+01           0.8611252        -0.3664967
     94.000     0.78041D+01           0.7721219        -0.4586570
     96.000     0.63233D+01           0.6669457        -0.5513657
     98.000     0.49510D+01           0.5554808        -0.6393058
    100.000     0.37583D+01           0.4475749        -0.7089418
    102.000     0.27915D+01           0.3521244        -0.7308706
    104.000     0.20722D+01           0.2763239        -0.6517743
    106.000     0.16003D+01           0.2251374        -0.4068990
    108.000     0.13569D+01           0.2010179         0.0068134
    110.000     0.13094D+01           0.2038788         0.4512728
    112.000     0.14158D+01           0.2312947         0.7521121
    114.000     0.16301D+01           0.2788964         0.8672180
    116.000     0.19059D+01           0.3409041         0.8555817
    118.000     0.22002D+01           0.4107430         0.7811779
    120.000     0.24762D+01           0.4816791         0.6820014
    122.000     0.27051D+01           0.5474192         0.5757294
    124.000     0.28672D+01           0.6026250         0.4691387
    126.000     0.29515D+01           0.6433044         0.3638433
    128.000     0.29557D+01           0.6670535         0.2591128
    130.000     0.28850D+01           0.6731409         0.1531740
    132.000     0.27502D+01           0.6624364         0.0438508
    134.000     0.25664D+01           0.6372028        -0.0710007
    136.000     0.23507D+01           0.6007788        -0.1929846
    138.000     0.21210D+01           0.5571905        -0.3223753
    140.000     0.18941D+01           0.5107325        -0.4568895
    142.000     0.16844D+01           0.4655604        -0.5900637
    144.000     0.15033D+01           0.4253322        -0.7098039
    146.000     0.13586D+01           0.3929293        -0.7985369
    148.000     0.12540D+01           0.3702774        -0.8368577
    150.000     0.11901D+01           0.3582763        -0.8109709
    152.000     0.11641D+01           0.3568347        -0.7202273
    154.000     0.11710D+01           0.3649981        -0.5788313
    156.000     0.12040D+01           0.3811463        -0.4099372
    158.000     0.12558D+01           0.4032334        -0.2369199
    160.000     0.13190D+01           0.4290388        -0.0775790
    162.000     0.13868D+01           0.4564023         0.0571619
    164.000     0.14536D+01           0.4834164         0.1618550
    166.000     0.15153D+01           0.5085602         0.2345525
    168.000     0.15689D+01           0.5307653         0.2753305
    170.000     0.16131D+01           0.5494144         0.2855228
    172.000     0.16477D+01           0.5642821         0.2674930
    174.000     0.16731D+01           0.5754336         0.2246923
    176.000     0.16902D+01           0.5831010         0.1617737
    178.000     0.17001D+01           0.5875586         0.0845934
    180.000     0.17032D+01           0.5890183         0.0000000
