      6.000     0.37643D+06           0.9766558         0.0004675
      8.000     0.10787D+06           0.8832920        -0.0004595
     10.000     0.39161D+05           0.7814333        -0.0035003
     12.000     0.16911D+05           0.6981555        -0.0090564
     14.000     0.84503D+04           0.6446226        -0.0160045
     16.000     0.47690D+04           0.6187290        -0.0216452
     18.000     0.29473D+04           0.6103966        -0.0229556
     20.000     0.19306D+04           0.6070460        -0.0176971
     22.000     0.13047D+04           0.5980789        -0.0043367
     24.000     0.89416D+03           0.5778084         0.0184813
     26.000     0.61730D+03           0.5466416         0.0518464
     28.000     0.43105D+03           0.5106021         0.0951648
     30.000     0.30901D+03           0.4795217         0.1431181
     32.000     0.23264D+03           0.4644051         0.1828451
     34.000     0.18780D+03           0.4745688         0.1972405
     36.000     0.16336D+03           0.5151514         0.1768466
     38.000     0.15069D+03           0.5854896         0.1275403
     40.000     0.14342D+03           0.6786674         0.0633717
     42.000     0.13716D+03           0.7823182        -0.0042697
     44.000     0.12930D+03           0.8805220        -0.0701285
     46.000     0.11866D+03           0.9564426        -0.1334113
     48.000     0.10515D+03           0.9952273        -0.1955813
     50.000     0.89437D+02           0.9866550        -0.2591305
     52.000     0.72593D+02           0.9270760        -0.3271893
     54.000     0.55840D+02           0.8203229        -0.4036187
     56.000     0.40326D+02           0.6774506        -0.4933156
     58.000     0.26976D+02           0.5153591        -0.6021814
     60.000     0.16403D+02           0.3545312        -0.7339453
     62.000     0.88865D+01           0.2162423        -0.8673771
     64.000     0.43881D+01           0.1196658        -0.8272074
     66.000     0.26059D+01           0.0792940        -0.0406851
     68.000     0.30468D+01           0.1030244         0.8711846
     70.000     0.51069D+01           0.1911513         0.8887237
     72.000     0.81485D+01           0.3363606         0.6783166
     74.000     0.11566D+02           0.5246842         0.4912051
     76.000     0.14839D+02           0.7372474         0.3454570
     78.000     0.17561D+02           0.9525487         0.2294690
     80.000     0.19462D+02           1.1489639         0.1326985
     82.000     0.20403D+02           1.3071603         0.0478767
     84.000     0.20370D+02           1.4121407        -0.0299913
     86.000     0.19444D+02           1.4547043        -0.1045688
     88.000     0.17785D+02           1.4321950        -0.1788256
     90.000     0.15598D+02           1.3484994        -0.2554676
     92.000     0.13104D+02           1.2133468        -0.3372383
     94.000     0.10522D+02           1.0410331        -0.4270924
     96.000     0.80469D+01           0.8487450        -0.5280535
     98.000     0.58353D+01           0.6546890        -0.6420025
    100.000     0.39990D+01           0.4762328        -0.7647576
    102.000     0.26022D+01           0.3282499        -0.8690580
    104.000     0.16635D+01           0.2218211        -0.8583091
    106.000     0.11614D+01           0.1633984        -0.5330118
    108.000     0.10428D+01           0.1544834         0.1117309
    110.000     0.12319D+01           0.1918153         0.6054104
    112.000     0.16406D+01           0.2680145         0.7620549
    114.000     0.21777D+01           0.3725856         0.7456986
    116.000     0.27571D+01           0.4931559         0.6785261
    118.000     0.33040D+01           0.6168102         0.6056331
    120.000     0.37598D+01           0.7313829         0.5394715
    122.000     0.40847D+01           0.8265819         0.4815908
    124.000     0.42575D+01           0.8948451         0.4300144
    126.000     0.42754D+01           0.9318631         0.3814492
    128.000     0.41507D+01           0.9367398         0.3317846
    130.000     0.39079D+01           0.9118019         0.2760246
    132.000     0.35792D+01           0.8621030         0.2080826
    134.000     0.32007D+01           0.7946965         0.1207400
    136.000     0.28085D+01           0.7177687         0.0062388
    138.000     0.24352D+01           0.6397332        -0.1416538
    140.000     0.21079D+01           0.5683819        -0.3230193
    142.000     0.18458D+01           0.5101759        -0.5245047
    144.000     0.16603D+01           0.4697364        -0.7133557
    146.000     0.15544D+01           0.4495723        -0.8422844
    148.000     0.15242D+01           0.4500485        -0.8706882
    150.000     0.15598D+01           0.4695770        -0.7880624
    152.000     0.16474D+01           0.5049885        -0.6167146
    154.000     0.17710D+01           0.5520274        -0.3940263
    156.000     0.19140D+01           0.6059042        -0.1543046
    158.000     0.20612D+01           0.6618426         0.0783806
    160.000     0.21998D+01           0.7155615         0.2890979
    162.000     0.23204D+01           0.7636476         0.4684946
    164.000     0.24170D+01           0.8037901         0.6098368
    166.000     0.24875D+01           0.8348657         0.7073733
    168.000     0.25328D+01           0.8568795         0.7558839
    170.000     0.25567D+01           0.8707829         0.7511378
    172.000     0.25643D+01           0.8781994         0.6910029
    174.000     0.25618D+01           0.8810967         0.5768887
    176.000     0.25551D+01           0.8814474         0.4150613
    178.000     0.25489D+01           0.8809162         0.2172446
    180.000     0.25464D+01           0.8806099         0.0000000
